"project_id","name","original_url","review_status","product_form","opportunity_family","family_business_model","commercialization_mode","actual_product","paying_customer","pain_point","price_usd","market_evidence","market_crowding","third_party_dependency","manufacturing_risk","after_sales_risk","compliance_risk","license_status","hero_image_verdict","final_bucket","verdict_reason","evidence_urls","reviewed_at"
"2b52d81c4e623bb2","Pocket-Coder","https://github.com/PeterTech-Dev/Pocket-Coder","已读精确缓存 README（GitHub 200）","非硬件软件/固件/库/网页项目","移动端软件开发工具","受限许可软件","淘汰为新商业机会","Android 手机上的 AI 辅助移动 IDE；AI 和远程执行后端目前离线或私有","手机用户和编程学习者；不是硬件购买者","没有电脑时在手机上编写和运行程序","", "README 只描述公开 beta、未来 APK 与软件路线图，未提供硬件产品、订单或制造资料","README 描述传统桌面IDE替代问题，但缓存没有硬件市场或竞争空白证据","依赖 Android、Gemini API、私有执行后端、Firebase 等软件服务","本体不是硬件","私有后端、执行安全和移动端兼容性是软件支持问题","无硬件合规事项","README 明确 Restricted Use License，禁止复制、再分发、销售和再许可","README 是软件界面截图，不是硬件主图","淘汰","精确 README 明确 Pocket-Coder 是手机移动 IDE，关键 AI/执行能力又处于离线或私有状态，并采用禁止销售和再分发的受限许可；它不是开源硬件项目。","https://github.com/PeterTech-Dev/Pocket-Coder|https://raw.githubusercontent.com/PeterTech-Dev/Pocket-Coder/HEAD/README.md","2026-07-26"
"d70fb91e88ee2276","smartsilo","https://github.com/jorgenjavier/smartsilo","已读精确缓存 README（精确缓存正文，页面状态未记录）","非硬件软件/研究原型","农业粮仓监控软件","研究型软件与嵌入式方案","淘汰为新商业机会","面向粮仓干燥过程远程监控和控制的研究软件系统","粮食生产者是设想用户；缓存未见实际付款客户","查看粮仓温度、质量和湿度并辅助储粮","", "README 将其定义为 TAPIOCA-LAB 的研究项目并展示界面，未给出独立设备、价格、订单或硬件交付","缓存无直接竞品、成本或市场验证；不能从粮仓痛点直接推导商业空白","README 仅笼统提及嵌入式系统和软件，未取得精确硬件BOM或规格","缺可制造硬件定义、测试和供应资料","远程监控、传感器准确性和农业现场部署会有长期支持问题","粮仓自动控制可能涉及设备与安全责任，但缓存未给出保护/认证资料","缓存 README 未给出许可证","README 只展示软件界面，非独立硬件英雄图","淘汰","精确缓存正文把 SmartSilo 定义为大学实验室的粮仓监控软件研究项目；没有可核验的实体产品、本体规格、售价或客户交付，不能因农业痛点而虚构硬件机会。","https://github.com/jorgenjavier/smartsilo|https://raw.githubusercontent.com/jorgenjavier/smartsilo/HEAD/README.md","2026-07-26"
"52b5a4f9283e2c1b","StepperDriverModuleCarrier","https://github.com/ssilverman/StepperDriverModuleCarrier","已读精确缓存 README（GitHub 200）","通用模块/开发板/研究原型","步进电机控制板","开源载板设计","淘汰为新商业机会","为四块 TMC2209 步进驱动模块提供 RP2040 载板","3D 打印机/CNC 改装者；缓存未见付费客户","集中承载四个现成步进驱动模块","", "精确 README 只有一行产品定义，没有价格、订单、BOM、用户场景或量产资料","缓存未提供竞品和市场证据，不能证明载板有空白","明确依赖 RP2040 与四块 TMC2209 现成驱动模块","没有PCB制造、测试或装配资料","驱动模块兼容、固件和电机接线会带来支持负担","电机供电与接线风险未在缓存中说明","缓存 README 未给出许可证","缓存无实体图片","淘汰","精确 README 只说明它是 RP2040 的四路 TMC2209 载板；资料不足以支持独立产品判断，且产品形态本身是通用模块，按硬门槛淘汰。","https://github.com/ssilverman/StepperDriverModuleCarrier|https://raw.githubusercontent.com/ssilverman/StepperDriverModuleCarrier/HEAD/README.md","2026-07-26"
"dceb028edbb68d43","Broccoli-board","https://github.com/ThisFry/Broccoli-board","已读精确缓存 README（GitHub 200）","教程/教育拼装/个人项目","客制化机械键盘","个人定制与DIY制作","淘汰为新商业机会","使用 nice!nano、ZMK、热插拔轴和 3D 打印外壳的 84 键无线机械键盘","作者和客制化键盘爱好者；无购买客户或出货证据","自行制作无线 75% 键盘","约120–174（README DIY BOM估算）","README 有DIY BOM、元件采购链接和“in progress”状态，但没有在售SKU、订单或售后资料","缓存未给出直接竞品证据，且客制机械键盘并未证明存在新空白","依赖 nice!nano、ZMK、标准轴体、RGB、LiPo 和多家零售供应","无线键盘需处理SMT、LiPo、3D打印精度和供应链；README仍为进行中","无线、ZMK、热插拔、RGB和电池售后复杂","锂电充电、无线和USB-C产品需要安全/认证处理，缓存无成品资料","README 标注 MIT，但与 ZMK、nice!nano 及外购件的边界需分别确认","README 未提供可核验的成品销售级主图","淘汰","精确 README 是作者从零制作的进行中 75% 无线键盘，并给出DIY成本而非产品成交；客制键盘红海且没有订单、渠道或量产交付证据，按个人拼装项目淘汰。","https://github.com/ThisFry/Broccoli-board|https://raw.githubusercontent.com/ThisFry/Broccoli-board/HEAD/README.md","2026-07-26"
"d47322c10d109943","capacitive-soil-moisture-sensor","https://github.com/RonMcKay/capacitive-soil-moisture-sensor","已读精确缓存 README（GitHub 200）","通用模块/开发板/研究原型","农业环境传感与物联网节点","开源设计、DIY PCB与社区维护","保留为市场参考","以 ATmega328P、NRF24L01、AAA 电池和可选安全芯片构成的电容式土壤湿度传感节点","DIY 灌溉/农业物联网用户；缓存未见采购方或订单","低功耗远程读取土壤湿度","", "README 提供 Gerber、BOM、装配和校准说明，未提供成品售价、销量或农场部署证据","缓存未给出竞品、价格或差异化验证；无法证明通用湿度传感器的竞争空白","依赖 ATmega328P、NRF24L01、MySensors 框架、AAA 电池及用户自刷代码","README 承认贴片文件尚未优化/测试，电池盒还存在短路注意事项","校准、无线连接、电池与现场防水可靠性会带来支持压力","电池极性、室外防水与农业数据误差风险；无认证资料","README 明确为 CERN-OHL-P v2","README 有PCB和原型照片，能证明设计本体但未证明销售产品","市场参考案例","精确 README 给出了成熟的开源传感节点、生产文件和校准流程；但它仍是依赖现成无线模块的通用湿度传感器，且无价格、订单或农场验证，保留作技术/产品化参考。","https://github.com/RonMcKay/capacitive-soil-moisture-sensor|https://raw.githubusercontent.com/RonMcKay/capacitive-soil-moisture-sensor/HEAD/README.md","2026-07-26"
"9b88983f6bbc065e","ESP32-Multi-Motor-Controller-Board-","https://github.com/Mritunjay5511/ESP32-Multi-Motor-Controller-Board-","已读精确缓存 README（GitHub 200）","通用模块/开发板/研究原型","机器人与多电机控制板","开源 PCB 设计","淘汰为新商业机会","把 ESP32、LM2596/AMS1117 和 BTS7960/RMCS/继电器/舵机接口汇集到一块两层机器人控制PCB","机器人创客和改装者；无付款客户证据","为多路电机和继电器提供连接与供电接口","", "README 只列特性和截图，没有售价、订单、BOM、测试或产品交付资料","缓存未提供直接竞品或市场空白证据","明确依赖 ESP32-WROOM-32、BTS7960、RMCS 驱动模块、CH340C 和外部电机","电源EMI、重载电机接口和外接模块品质会影响制造一致性","电机驱动、电源和固件接线会产生较高支持成本","12V功率、电机负载与EMI风险明显；缓存无保护、认证或额定资料","缓存 README 未给出许可证","README 是设计截图，不是销售级成品英雄图","淘汰","精确 README 明确本体是为 ESP32 和现成 BTS7960/RMCS 模块做的接口汇总板；缺少完整制造、市场和安全验证，按通用机器人控制板淘汰。","https://github.com/Mritunjay5511/ESP32-Multi-Motor-Controller-Board-|https://raw.githubusercontent.com/Mritunjay5511/ESP32-Multi-Motor-Controller-Board-/HEAD/README.md","2026-07-26"
"529e2b7b0a7247c5","open-pill-reminder","https://github.com/solitary-dev-50/open-pill-reminder","已读精确缓存 README（GitHub 200）","独立成品/家庭用药提醒盒原型","家庭辅助与用药提醒设备","开源硬件、定制与小批量实现","保留为观察名单","离线 ESP32 药盒，提供本地网页设置、OLED/蜂鸣器提醒、按键确认和本地记录","需要简单提醒和照护记录的个人/家庭；README 未见购买或机构客户","在不依赖云服务的情况下提醒并记录服药确认","", "README 有完整功能范围、PCB/固件/文档和定制说明，但没有价格、订单、实际用户或可靠性验证","缓存未提供直接竞品、价格或客户留存证据，竞争空白未闭合","当前默认 bring-up 依赖 ESP32-S3 DevKitC-1；PCB拟合 Raspberry Pi 4B 外壳方向","PCB、外壳对位、蜂鸣器/OLED/按钮和文件系统可靠性需量产验证","漏提醒、浏览器授时、掉电和用户配置都会带来高支持风险","README 明确不是医疗器械，且不承担提醒失败/电源/时间错误的医疗安全责任；合规边界仍需审查","代码 MIT、文档 CC BY-SA 4.0、硬件 CERN-OHL-S-2.0，分层许可明确","README 有PCB预览，未核到独立销售成品主图","观察名单","精确 README 证明它具备本地闭环、PCB和明确的非医疗范围，产品形态高于普通ESP32示例；但仍依赖开发板、没有价格/订单，且漏提醒与医疗边界风险很高，只列观察名单。","https://github.com/solitary-dev-50/open-pill-reminder|https://raw.githubusercontent.com/solitary-dev-50/open-pill-reminder/HEAD/README.md","2026-07-26"
"89d35cdd0a34e5f0","Pocket-Oscilloscope","https://github.com/harshit778/Pocket-Oscilloscope","已读精确缓存 README（GitHub 200）","通用模块/开发板/研究原型","低成本电子测量工具","概念说明与DIY原型","淘汰为新商业机会","用未指定 MCU、模拟前端和PC/手机绘图软件构想的便携示波器","电子学习者；无明确付费客户","低成本查看基本波形","", "README 使用“insert frequency range”和“e.g. Arduino Nano/STM32/ESP32”等占位文字，未给价格、规格、BOM、订单或实测证据","缓存没有竞品、精度或市场资料，不能证明示波器市场空白","MCU、ADC、模拟前端和显示/电脑端软件均未落实到具体方案","没有可制造原理图、BOM、带宽、校准或安全测试","测量精度、软件、输入保护和用户误用会造成高支持风险","示波器输入保护、绝缘和测量安全未定义","缓存 README 未给出许可证","缓存未提供实体硬件图","淘汰","精确 README 仍含频率和MCU的占位示例，属于概念性说明而非可验证示波器；缺关键规格、校准、输入保护和市场证据，直接淘汰。","https://github.com/harshit778/Pocket-Oscilloscope|https://raw.githubusercontent.com/harshit778/Pocket-Oscilloscope/HEAD/README.md","2026-07-26"
"163b1f8dda35e4f4","synth-midi-controller-plugins","https://github.com/shitpet/synth-midi-controller-plugins","已读精确缓存 README（GitHub 200）","非硬件软件/固件/库/网页项目","合成器控制软件","开源音频插件","淘汰为新商业机会","用于通过 MIDI 控制硬件合成器的音频插件","硬件合成器用户；不是硬件购买者","在软件内控制多种硬件合成器","", "README 只有一句软件描述，未见硬件、价格、订单或制造资料","缓存无硬件竞品和市场证据","依赖外部硬件合成器和MIDI软件环境","本体不是硬件","插件兼容性和宿主软件支持风险","无独立硬件合规事项","缓存 README 未给出许可证","无硬件英雄图","淘汰","精确 README 明确本体是控制硬件合成器的音频插件，而不是实体控制器；按非硬件软件项目淘汰。","https://github.com/shitpet/synth-midi-controller-plugins|https://raw.githubusercontent.com/shitpet/synth-midi-controller-plugins/HEAD/README.md","2026-07-26"
"fb85cf9aa60d4b49","Wearable-Air-Quality-Pendant","https://github.com/yuvaraj2507/Wearable-Air-Quality-Pendant","已读精确缓存 README（GitHub 200）","独立可穿戴监测器原型","可穿戴环境监测","开源设计与DIY原型","淘汰为新商业机会","以 STM32U083、SGP40、RGB LED、蜂鸣器和 USB-C 充电构成的 TVOC 空气质量挂坠","关注室内空气的个人；无订单或付费客户证据","通过TVOC提示帮助用户注意室内空气变化","", "README 有项目功能、元件和图片章节，但没有价格、量产、校准、第三方测评或销售证据","缓存未提供直接竞品、传感器限制或竞争空白验证","依赖 SGP40 和STM32U083等标准器件","小型可穿戴设备需处理电池、充电、传感器漂移、外壳和装配","环境读数解释、校准、续航和误报警会增加售后压力","健康相关空气质量提示易造成过度解读；电池/充电和无线法规资料未见","README 标注 MIT，但未单列硬件设计许可","README 提及PCB与成品图章节，但缓存未核其为销售级主图","淘汰","精确 README 证明它是可穿戴TVOC原型，但没有传感器校准、价格、销量或健康声明边界之外的商业证据；标准传感器加 MCU 的挂坠不足以形成可进入机会。","https://github.com/yuvaraj2507/Wearable-Air-Quality-Pendant|https://raw.githubusercontent.com/yuvaraj2507/Wearable-Air-Quality-Pendant/HEAD/README.md","2026-07-26"
"5c22e56d01229955","Chernozem","https://github.com/muhammedaksoy/Chernozem","已读精确缓存 README（GitHub 200）","非硬件软件/研究原型","农业物联网管理软件","学生项目与软件原型","淘汰为新商业机会","Laravel/JQuery/MySQL/Firebase 构成的农业专家系统，说明可推荐并远程监控 Arduino/NodeMCU 硬件","农户是设想用户；未见真实付款客户","根据农场需求推荐硬件并远程查看数据","", "README 有项目说明、界面教程、原型电路和照片入口，但未取得独立硬件规格、价格、订单或可交付设备正文","缓存没有直接竞品、市场或实际农场部署证据","依赖 Arduino、NodeMCU、Firebase 与Web软件栈","硬件方案未在精确缓存中展开，无法确认可制造性","农业现场、远程网络和软件账号维护会带来支持风险","农业建议和远程控制责任边界未说明","缓存 README 未给出许可证","README 入口主要是文档和软件展示，未核到独立硬件主图","淘汰","精确 README 把 Chernozem 定义为含硬件推荐功能的农业专家系统，技术栈以 Web 软件为主；没有可核验的独立硬件产品或市场交付，按软件/研究原型淘汰。","https://github.com/muhammedaksoy/Chernozem|https://raw.githubusercontent.com/muhammedaksoy/Chernozem/HEAD/README.md","2026-07-26"
"c807ba6145c96004","painlessMesh","https://github.com/gmag11/painlessMesh","已读精确缓存 README（GitHub 200）","非硬件软件/固件/库/网页项目","物联网网络软件库","开源软件库","淘汰为新商业机会","项目缓存未提供 README 正文；仓库名对应的软件库线索不足以证明实体硬件","无法根据精确缓存确认；不作为硬件付款方","无法从缓存正文核验","", "缓存记录的 README 为空，未取得可读项目正文、价格、订单或硬件资料","缓存无竞品和市场证据","无法从缓存确认","无法从缓存确认","无法从缓存确认","无法从缓存确认","缓存 README 为空，许可未取得","无可核验项目图","淘汰","精确缓存中 painlessMesh 的 README 正文为空，无法证明独立硬件本体；该记录不作为硬件机会处理。","https://github.com/gmag11/painlessMesh|https://raw.githubusercontent.com/gmag11/painlessMesh/HEAD/README.md","2026-07-26"
"6343b9be45a058f2","esphome-ld2411s","https://github.com/DAB-LABS/esphome-ld2411s","已读精确缓存 README（GitHub 200）","非硬件软件/固件/库/网页项目","智能家居传感器软件集成","开源 ESPHome 外部组件","淘汰为新商业机会","面向 Hi-Link LD2411S 24GHz 毫米波传感器的 ESPHome 外部组件和配置说明","已有 LD2411S 与 Home Assistant/ESPHome 的用户；不是硬件购买者","读取并配置运动、存在和距离传感器","", "README 提供版本、安装、接线和配置文档，没有独立硬件SKU、价格、订单或制造资料","缓存未提供硬件竞争空白或用户付费证据","明确依赖外购 LD2411/LD2411S、ESPHome、Home Assistant 和 UART 接线","本体不是硬件","传感器误报、固件版本和家庭自动化兼容性会带来支持负担","24GHz 雷达模块的部署和隐私/合规边界不在缓存中","README 标明 MIT，但仅覆盖软件组件","README 首图是外购LD2411S模块说明图，非项目硬件英雄图","淘汰","精确 README 明确它是 ESPHome 的外部软件组件，服务于外购 Hi-Link 雷达模块；没有独立硬件产品，按软件集成淘汰。","https://github.com/DAB-LABS/esphome-ld2411s|https://raw.githubusercontent.com/DAB-LABS/esphome-ld2411s/HEAD/README.md","2026-07-26"
